FCIDUMP,E_min,E_min_killer
fcidump.8_melact_6-311__G__,-747.6950383678392,-864.8283066293317
fcidump.59_5_16_{'default'_'cc-pVTZ''Mn'_'lanl2tz'},-712.1609450356824,-827.8094296806008
fcidump.46_2_{'default'_'cc-pVTZ''Ru'_'LANL2TZ'},-856.8775305909644,-1011.7664834949696
