FCIDUMP,E_min,E_min_killer
fcidump.26_pc_{'Mo'_'def2-SVP''I'_'def2-SVP''Cl'_'def2-SVP''default'_'6-311_G(dp)'},-1777.7913910524067,-2045.8657035691454
fcidump.26_pc_{'Mo'_'def2-SVP''I'_'def2-SVP''Cl'_'def2-SVP''default'_'6-311_G(dp)'},-1751.5885678264733,-2000.4327087523104
fcidump.26_pc_{'Mo'_'def2-SVP''I'_'def2-SVP''Cl'_'def2-SVP''default'_'6-311_G(dp)'},-1671.2803411500574,-1927.2508399772864
